0.042804,0.13369
0.10218,0.044508
0.25447,0.27535
0.19614,0.11221
0.076896,0.14197
0.15484,0.070823
0.30152,0.20391
0.14774,0.089399
0.6031,0.34564
-0.049345,0.045018
-0.053133,-0.087474
0.029271,-0.051716
0.092296,0.097286
0.2092,0.17197
0.13746,-0.025162
0.11108,0.095911
0.076912,0.085906
-0.065025,-0.062862
0.14302,0.20321
0.010633,-0.099899
0.066726,-0.00073716
0.17971,0.19005
0.38272,0.27529
0.066835,0.048113
0.18189,0.10918
0.10403,0.25206
0.052984,0.049131
0.015389,0.12724
0.063676,0.062232
0.0066794,-0.044097
0.067661,0.13855
-0.017114,0.06542
0.33702,0.36502
0.19072,0.2361
0.1753,-0.0062789
0.073761,-0.018517
-0.14248,-0.17975
0.13476,0.15211
0.068025,0.090966
